Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2000,2000,1000 ha,1088632.941,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2001,2001,1000 ha,1091431.704,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2002,2002,1000 ha,1094063.485,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2003,2003,1000 ha,1100735.56,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2004,2004,1000 ha,1103169.679,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2005,2005,1000 ha,1111533.982,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2006,2006,1000 ha,1114154.854,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2007,2007,1000 ha,1118696.295,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2008,2008,1000 ha,1121736.726,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2009,2009,1000 ha,1127162.671,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2010,2010,1000 ha,1131889.806,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2011,2011,1000 ha,1136371.135,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2012,2012,1000 ha,1144001.234,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2013,2013,1000 ha,1148475.257,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2014,2014,1000 ha,1150788.559,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2015,2015,1000 ha,1154643.047,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2016,2016,1000 ha,1157629.703,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2017,2017,1000 ha,1160761.556,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2018,2018,1000 ha,1165033.541,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2019,2019,1000 ha,1166200.219,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2020,2020,1000 ha,1169062.811,B,Time series break,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2021,2021,1000 ha,1172131.165,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6610,Agricultural land,2022,2022,1000 ha,1173177.658,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,1990,1990,1000 ha,742801.2769,A,Official figure,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,1991,1991,1000 ha,739526.034,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,1992,1992,1000 ha,736250.7911,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,1993,1993,1000 ha,732975.5482,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,1994,1994,1000 ha,729700.3053,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,1995,1995,1000 ha,726425.0625,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,1996,1996,1000 ha,723149.8196,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,1997,1997,1000 ha,719874.5767,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,1998,1998,1000 ha,716599.3338,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,1999,1999,1000 ha,713324.0909,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2000,2000,1000 ha,710048.848,A,Official figure,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2001,2001,1000 ha,706645.5002,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2002,2002,1000 ha,703242.1524,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2003,2003,1000 ha,699838.8046,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2004,2004,1000 ha,696435.4568,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2005,2005,1000 ha,693032.109,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2006,2006,1000 ha,689628.7612,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2007,2007,1000 ha,686225.4134,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2008,2008,1000 ha,682822.0656,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2009,2009,1000 ha,679418.7178,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2010,2010,1000 ha,676015.37,A,Official figure,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2011,2011,1000 ha,672108.76,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2012,2012,1000 ha,668202.15,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2013,2013,1000 ha,664295.54,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2014,2014,1000 ha,660388.93,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2015,2015,1000 ha,656482.32,A,Official figure,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2016,2016,1000 ha,652481.3843,A,Official figure,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2017,2017,1000 ha,648548.99,A,Official figure,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2018,2018,1000 ha,644618.828,A,Official figure,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2019,2019,1000 ha,640608.55,A,Official figure,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2020,2020,1000 ha,636638.97,A,Official figure,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2021,2021,1000 ha,632642.2579,E,Estimated value,
RL,Land Use,002,Africa,5110,Area,6646,Forest land,2022,2022,1000 ha,628663.6339,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1961,1961,1000 ha,3864066.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1962,1962,1000 ha,3864066.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1963,1963,1000 ha,3864066.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1964,1964,1000 ha,3864066.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1965,1965,1000 ha,3864066.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1966,1966,1000 ha,3864066.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1967,1967,1000 ha,3864066.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1968,1968,1000 ha,3864066.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1969,1969,1000 ha,3864066.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1970,1970,1000 ha,3864066.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1971,1971,1000 ha,3864066.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1972,1972,1000 ha,3864066.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1973,1973,1000 ha,3864066.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1974,1974,1000 ha,3864066.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1975,1975,1000 ha,3864080.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1976,1976,1000 ha,3864067.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1977,1977,1000 ha,3864067.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1978,1978,1000 ha,3864067.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1979,1979,1000 ha,3864067.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1980,1980,1000 ha,3864067.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1981,1981,1000 ha,3864067.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1982,1982,1000 ha,3864067.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1983,1983,1000 ha,3864067.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1984,1984,1000 ha,3864067.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1985,1985,1000 ha,3864067.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1986,1986,1000 ha,3864067.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1987,1987,1000 ha,3864067.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1988,1988,1000 ha,3864067.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1989,1989,1000 ha,3864067.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1990,1990,1000 ha,3864067.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1991,1991,1000 ha,3864066.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1992,1992,1000 ha,3864066.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1993,1993,1000 ha,3864065.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1994,1994,1000 ha,3864036.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1995,1995,1000 ha,3864035.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1996,1996,1000 ha,3864035.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1997,1997,1000 ha,3870910.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1998,1998,1000 ha,3868062.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,1999,1999,1000 ha,3868062.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2000,2000,1000 ha,3868358.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2001,2001,1000 ha,3868358.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2002,2002,1000 ha,3868258.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2003,2003,1000 ha,3868260.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2004,2004,1000 ha,3868262.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2005,2005,1000 ha,3868265.361,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2006,2006,1000 ha,3868264.361,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2007,2007,1000 ha,3868266.361,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2008,2008,1000 ha,3866818.361,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2009,2009,1000 ha,3866818.361,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2010,2010,1000 ha,3866818.361,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2011,2011,1000 ha,3866860.661,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2012,2012,1000 ha,3866841.261,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2013,2013,1000 ha,3866598.361,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2014,2014,1000 ha,3866556.361,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2015,2015,1000 ha,3866566.361,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2016,2016,1000 ha,3866560.361,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2017,2017,1000 ha,3866536.361,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2018,2018,1000 ha,3866542.361,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2019,2019,1000 ha,3866531.163,B,Time series break,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2020,2020,1000 ha,3866531.163,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2021,2021,1000 ha,3848842.163,B,Time series break,
RL,Land Use,019,Americas,5110,Area,6601,Land area,2022,2022,1000 ha,3848713.367,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1961,1961,1000 ha,1078794.1,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1962,1962,1000 ha,1079472,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1963,1963,1000 ha,1080901.9,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1964,1964,1000 ha,1082690.9,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1965,1965,1000 ha,1083415.8,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1966,1966,1000 ha,1086409.6,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1967,1967,1000 ha,1088931.5,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1968,1968,1000 ha,1093019.3,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1969,1969,1000 ha,1095075.2,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1970,1970,1000 ha,1103267.3,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1971,1971,1000 ha,1106720.9,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1972,1972,1000 ha,1110191.4,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1973,1973,1000 ha,1113022.006,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1974,1974,1000 ha,1115820.512,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1975,1975,1000 ha,1121232.518,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1976,1976,1000 ha,1127980.656,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1977,1977,1000 ha,1134615.814,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1978,1978,1000 ha,1138134.961,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1979,1979,1000 ha,1143684.209,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1980,1980,1000 ha,1149434.865,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1981,1981,1000 ha,1152271.905,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1982,1982,1000 ha,1158174.052,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1983,1983,1000 ha,1163338.2,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1984,1984,1000 ha,1167062.073,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1985,1985,1000 ha,1169806.337,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1986,1986,1000 ha,1169935.456,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1987,1987,1000 ha,1165869.284,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1988,1988,1000 ha,1165930.44,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1989,1989,1000 ha,1166085.439,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1990,1990,1000 ha,1165854.675,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1991,1991,1000 ha,1165843.173,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1992,1992,1000 ha,1162812.946,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1993,1993,1000 ha,1159399.491,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1994,1994,1000 ha,1156492.03,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1995,1995,1000 ha,1154376.159,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1996,1996,1000 ha,1151018.329,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1997,1997,1000 ha,1150455.913,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1998,1998,1000 ha,1151463.232,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,1999,1999,1000 ha,1151325.611,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2000,2000,1000 ha,1151259.603,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2001,2001,1000 ha,1149261.979,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2002,2002,1000 ha,1148792.559,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2003,2003,1000 ha,1148722.164,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2004,2004,1000 ha,1149942.481,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2005,2005,1000 ha,1150909.918,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2006,2006,1000 ha,1149521.337,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2007,2007,1000 ha,1149849.556,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2008,2008,1000 ha,1144056.099,B,Time series break,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2009,2009,1000 ha,1140642.224,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2010,2010,1000 ha,1141398.545,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2011,2011,1000 ha,1139291.242,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2012,2012,1000 ha,1141855.912,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2013,2013,1000 ha,1142458.244,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2014,2014,1000 ha,1138935.553,B,Time series break,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2015,2015,1000 ha,1140544.102,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2016,2016,1000 ha,1138422.188,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2017,2017,1000 ha,1135574.385,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2018,2018,1000 ha,1129685.121,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2019,2019,1000 ha,1125540.312,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2020,2020,1000 ha,1123389.197,B,Time series break,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2021,2021,1000 ha,1119073.14,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6610,Agricultural land,2022,2022,1000 ha,1113082.595,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,1990,1990,1000 ha,1728945.67,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,1991,1991,1000 ha,1723550.506,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,1992,1992,1000 ha,1718155.342,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,1993,1993,1000 ha,1712760.178,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,1994,1994,1000 ha,1707365.014,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,1995,1995,1000 ha,1701969.85,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,1996,1996,1000 ha,1696574.686,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,1997,1997,1000 ha,1691179.522,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,1998,1998,1000 ha,1685784.358,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,1999,1999,1000 ha,1680389.194,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2000,2000,1000 ha,1674994.03,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2001,2001,1000 ha,1669929.052,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2002,2002,1000 ha,1664864.074,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2003,2003,1000 ha,1659799.096,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2004,2004,1000 ha,1654734.118,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2005,2005,1000 ha,1649669.14,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2006,2006,1000 ha,1644604.162,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2007,2007,1000 ha,1639539.184,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2008,2008,1000 ha,1634474.206,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2009,2009,1000 ha,1629409.228,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2010,2010,1000 ha,1624344.25,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2011,2011,1000 ha,1621682.85,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2012,2012,1000 ha,1619021.45,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2013,2013,1000 ha,1616360.05,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2014,2014,1000 ha,1613698.65,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2015,2015,1000 ha,1611037.25,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2016,2016,1000 ha,1608023.35,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2017,2017,1000 ha,1604222.089,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2018,2018,1000 ha,1601863.13,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2019,2019,1000 ha,1599319.34,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2020,2020,1000 ha,1596895.79,A,Official figure,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2021,2021,1000 ha,1594392.08,E,Estimated value,
RL,Land Use,019,Americas,5110,Area,6646,Forest land,2022,2022,1000 ha,1591941.81,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1961,1961,1000 ha,2693455.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1962,1962,1000 ha,2693455.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1963,1963,1000 ha,2693455.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1964,1964,1000 ha,2693455.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1965,1965,1000 ha,2693455.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1966,1966,1000 ha,2693455.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1967,1967,1000 ha,2693455.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1968,1968,1000 ha,2693455.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1969,1969,1000 ha,2693455.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1970,1970,1000 ha,2693455.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1971,1971,1000 ha,2693455.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1972,1972,1000 ha,2693445.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1973,1973,1000 ha,2693442.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1974,1974,1000 ha,2693438.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1975,1975,1000 ha,2693425.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1976,1976,1000 ha,2693425.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1977,1977,1000 ha,2693414.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1978,1978,1000 ha,2693414.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1979,1979,1000 ha,2693414.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1980,1980,1000 ha,2693404.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1981,1981,1000 ha,2693414.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1982,1982,1000 ha,2693393.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1983,1983,1000 ha,2693393.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1984,1984,1000 ha,2693243.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1985,1985,1000 ha,2693233.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1986,1986,1000 ha,2693243.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1987,1987,1000 ha,2693233.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1988,1988,1000 ha,2693233.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1989,1989,1000 ha,2693233.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1990,1990,1000 ha,2693233.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1991,1991,1000 ha,2693233.174,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1992,1992,1000 ha,3104031.874,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1993,1993,1000 ha,3104031.874,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1994,1994,1000 ha,3103339.574,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1995,1995,1000 ha,3103344.574,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1996,1996,1000 ha,3103333.574,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1997,1997,1000 ha,3103333.574,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1998,1998,1000 ha,3103321.074,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,1999,1999,1000 ha,3103282.374,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2000,2000,1000 ha,3109514.774,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2001,2001,1000 ha,3109540.294,A,Official figure,
